FID,DNBR,MASK,RGB_prefire,RGB_within_fire_period,RGB_post_fire
5072,S2B_L2A_T20LNJ_5072_20200912T142739_20201121T142729_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_20201121T142729_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20200912T142739_20201123T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_20201123T141741_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200917T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_20201121T142729_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200917T142741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_20201123T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200904T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_20201121T142729_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200904T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_20201123T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200828T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_20201121T142729_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200828T142741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_20201123T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200818T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_20201121T142729_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200818T142741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_20201123T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200825T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_20201121T142729_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_10m_RGB.TIF,-,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200825T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_20201123T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_10m_RGB.TIF,-,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20200909T141739_20201101T142739_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200909T141739_20201101T142739_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200909T141739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2A_L2A_T20LMJ_5072_20200917T142741_20201106T142741_10m_DNBR.TIF,S2A_L2A_T20LMJ_5072_20200917T142741_20201106T142741_10m_MASK.TIF,S2A_L2A_T20LMJ_5072_20200917T142741_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2A_L2A_T20LMJ_5072_20200828T142741_20201106T142741_10m_DNBR.TIF,S2A_L2A_T20LMJ_5072_20200828T142741_20201106T142741_10m_MASK.TIF,S2A_L2A_T20LMJ_5072_20200828T142741_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200823T142739_20201101T142739_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200823T142739_20201101T142739_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200823T142739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200902T142739_20201101T142739_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200902T142739_20201101T142739_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200902T142739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200912T142739_20201101T142739_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_20201101T142739_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200917T142741_20201101T142739_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_20201101T142739_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200904T141741_20201101T142739_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_20201101T142739_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200828T142741_20201101T142739_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_20201101T142739_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2A_L2A_T20LMJ_5072_20200818T142741_20201106T142741_10m_DNBR.TIF,S2A_L2A_T20LMJ_5072_20200818T142741_20201106T142741_10m_MASK.TIF,S2A_L2A_T20LMJ_5072_20200818T142741_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200818T142741_20201101T142739_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_20201101T142739_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2B_L2A_T20LMJ_5072_20200823T142739_20201106T142741_10m_DNBR.TIF,S2B_L2A_T20LMJ_5072_20200823T142739_20201106T142741_10m_MASK.TIF,S2B_L2A_T20LMJ_5072_20200823T142739_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2B_L2A_T20LMJ_5072_20200902T142739_20201106T142741_10m_DNBR.TIF,S2B_L2A_T20LMJ_5072_20200902T142739_20201106T142741_10m_MASK.TIF,S2B_L2A_T20LMJ_5072_20200902T142739_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200825T141741_20201101T142739_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_20201101T142739_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,-
5072,S2B_L2A_T20LMJ_5072_20200912T142739_20201106T142741_10m_DNBR.TIF,S2B_L2A_T20LMJ_5072_20200912T142739_20201106T142741_10m_MASK.TIF,S2B_L2A_T20LMJ_5072_20200912T142739_10m_RGB.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,-
5072,S2A_L2A_T20LMJ_5072_20201106T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LMJ_5072_20201106T142741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LMJ_5072_20201106T142741_10m_RGB.TIF,S2B_L2A_T20LMJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201106T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201106T142741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201106T142741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201106T142741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201106T142741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201106T142741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200924T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200924T141741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20200924T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200924T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200924T141741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20200924T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201103T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201103T141741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201103T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201103T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201103T141741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201103T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201004T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201004T141741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201004T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201004T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201004T141741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201004T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201101T142739_20201213T141731_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_20201213T141731_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201213T141731_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201101T142739_20201121T142729_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_20201121T142729_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201101T142739_20201123T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201101T142739_20201123T141741_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201101T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201014T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201014T141741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201014T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201014T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201014T141741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201014T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201009T141739_20201121T142729_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201009T141739_20201121T142729_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201009T141739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201009T141739_20201123T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201009T141739_20201123T141741_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201009T141739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200927T142741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200927T142741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20200927T142741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20200927T142741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200927T142741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20200927T142741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201002T142739_20201121T142729_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201002T142739_20201121T142729_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201002T142739_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20201002T142739_20201123T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20201002T142739_20201123T141741_10m_MASK.TIF,-,S2B_L2A_T20LNJ_5072_20201002T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5072,S2B_L2A_T20LNJ_5072_20200909T141739_20201024T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200909T141739_20201024T141741_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200909T141739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200823T142739_20201024T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200823T142739_20201024T141741_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200823T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200902T142739_20201024T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200902T142739_20201024T141741_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200902T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2B_L2A_T20LNJ_5072_20200912T142739_20201024T141741_10m_DNBR.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_20201024T141741_10m_MASK.TIF,S2B_L2A_T20LNJ_5072_20200912T142739_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200917T142741_20201024T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_20201024T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200917T142741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200904T141741_20201024T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_20201024T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200904T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200828T142741_20201024T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_20201024T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200828T142741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200818T142741_20201024T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_20201024T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200818T142741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20200825T141741_20201024T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_20201024T141741_10m_MASK.TIF,S2A_L2A_T20LNJ_5072_20200825T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,-
5072,S2A_L2A_T20LNJ_5072_20201024T141741_20201213T141731_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_20201213T141731_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201213T141731_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201024T141741_20201121T142729_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_20201121T142729_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,S2B_L2A_T20LNJ_5072_20201121T142729_10m_RGB.TIF
5072,S2A_L2A_T20LNJ_5072_20201024T141741_20201123T141741_10m_DNBR.TIF,S2A_L2A_T20LNJ_5072_20201024T141741_20201123T141741_10m_MASK.TIF,-,S2A_L2A_T20LNJ_5072_20201024T141741_10m_RGB.TIF,S2A_L2A_T20LNJ_5072_20201123T141741_10m_RGB.TIF
5532,S2B_L2A_T19LFF_5532_20201005T143729_20201010T143731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20201005T143729_20201010T143731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20201005T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20201005T143729_20201122T144731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20201005T143729_20201122T144731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20201005T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200910T143731_20201010T143731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200910T143731_20201010T143731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200910T143731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200910T143731_20201122T144731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200910T143731_20201122T144731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200910T143731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200903T144731_20201010T143731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200903T144731_20201010T143731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200903T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200903T144731_20201122T144731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200903T144731_20201122T144731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200903T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200923T144731_20201010T143731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200923T144731_20201010T143731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200923T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200923T144731_20201122T144731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200923T144731_20201122T144731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200923T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200908T144729_20201010T143731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200908T144729_20201010T143731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200908T144729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200908T144729_20201122T144731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200908T144729_20201122T144731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200908T144729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200905T143729_20201010T143731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200905T143729_20201010T143731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200905T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200905T143729_20201122T144731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200905T143729_20201122T144731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200905T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200925T143729_20201010T143731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200925T143729_20201010T143731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200925T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2B_L2A_T19LFF_5532_20200925T143729_20201122T144731_10m_DNBR.TIF,S2B_L2A_T19LFF_5532_20200925T143729_20201122T144731_10m_MASK.TIF,S2B_L2A_T19LFF_5532_20200925T143729_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200913T144731_20201010T143731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200913T144731_20201010T143731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200913T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201010T143731_10m_RGB.TIF,-
5532,S2A_L2A_T19LFF_5532_20200913T144731_20201122T144731_10m_DNBR.TIF,S2A_L2A_T19LFF_5532_20200913T144731_20201122T144731_10m_MASK.TIF,S2A_L2A_T19LFF_5532_20200913T144731_10m_RGB.TIF,S2A_L2A_T19LFF_5532_20201122T144731_10m_RGB.TIF,-
5532,LC08_L1TP_001069_5532_20200828_20201218_10m_DNBR.TIF,LC08_L1TP_001069_5532_20200828_20201218_10m_MASK.TIF,LC08_L1TP_001069_5532_20200828_10m_RGB.TIF,-,LC08_L1TP_001069_5532_20201218_10m_RGB.TIF
5532,LC08_L1TP_001069_5532_20200913_20201218_10m_DNBR.TIF,LC08_L1TP_001069_5532_20200913_20201218_10m_MASK.TIF,LC08_L1TP_001069_5532_20200913_10m_RGB.TIF,-,LC08_L1TP_001069_5532_20201218_10m_RGB.TIF
7123,S2A_L2A_T12VXH_7123_20210523T182921_20210818T181921_10m_DNBR.TIF,S2A_L2A_T12VXH_7123_20210523T182921_20210818T181921_10m_MASK.TIF,S2A_L2A_T12VXH_7123_20210523T182921_10m_RGB.TIF,-,S2A_L2A_T12VXH_7123_20210818T181921_10m_RGB.TIF
7123,S2A_L2A_T12VXH_7123_20210510T181921_20210818T181921_10m_DNBR.TIF,S2A_L2A_T12VXH_7123_20210510T181921_20210818T181921_10m_MASK.TIF,S2A_L2A_T12VXH_7123_20210510T181921_10m_RGB.TIF,-,S2A_L2A_T12VXH_7123_20210818T181921_10m_RGB.TIF
7123,S2B_L2A_T12UWG_7123_20210604T181919_20210818T181921_10m_DNBR.TIF,S2B_L2A_T12UWG_7123_20210604T181919_20210818T181921_10m_MASK.TIF,S2B_L2A_T12UWG_7123_20210604T181919_10m_RGB.TIF,-,S2A_L2A_T12UWG_7123_20210818T181921_10m_RGB.TIF
7123,S2B_L2A_T12UWG_7123_20210604T181919_20210729T181921_10m_DNBR.TIF,S2B_L2A_T12UWG_7123_20210604T181919_20210729T181921_10m_MASK.TIF,S2B_L2A_T12UWG_7123_20210604T181919_10m_RGB.TIF,-,S2A_L2A_T12UWG_7123_20210729T181921_10m_RGB.TIF
7123,S2B_L2A_T12UWG_7123_20210604T181919_20210816T182919_10m_DNBR.TIF,S2B_L2A_T12UWG_7123_20210604T181919_20210816T182919_10m_MASK.TIF,S2B_L2A_T12UWG_7123_20210604T181919_10m_RGB.TIF,-,S2B_L2A_T12UWG_7123_20210816T182919_10m_RGB.TIF
7123,S2B_L2A_T12UWG_7123_20210604T181919_20210826T182919_10m_DNBR.TIF,S2B_L2A_T12UWG_7123_20210604T181919_20210826T182919_10m_MASK.TIF,S2B_L2A_T12UWG_7123_20210604T181919_10m_RGB.TIF,-,S2B_L2A_T12UWG_7123_20210826T182919_10m_RGB.TIF
7123,S2A_L2A_T12UWG_7123_20210510T181921_20210818T181921_10m_DNBR.TIF,S2A_L2A_T12UWG_7123_20210510T181921_20210818T181921_10m_MASK.TIF,S2A_L2A_T12UWG_7123_20210510T181921_10m_RGB.TIF,-,S2A_L2A_T12UWG_7123_20210818T181921_10m_RGB.TIF
7123,S2A_L2A_T12UWG_7123_20210510T181921_20210729T181921_10m_DNBR.TIF,S2A_L2A_T12UWG_7123_20210510T181921_20210729T181921_10m_MASK.TIF,S2A_L2A_T12UWG_7123_20210510T181921_10m_RGB.TIF,-,S2A_L2A_T12UWG_7123_20210729T181921_10m_RGB.TIF
7123,S2A_L2A_T12UWG_7123_20210510T181921_20210816T182919_10m_DNBR.TIF,S2A_L2A_T12UWG_7123_20210510T181921_20210816T182919_10m_MASK.TIF,S2A_L2A_T12UWG_7123_20210510T181921_10m_RGB.TIF,-,S2B_L2A_T12UWG_7123_20210816T182919_10m_RGB.TIF
